Time,Pressure reading
0.30000000000000004,1032.5
0.4,1032.4
0.5,1032.4
0.7,1032.5
0.7999999999999999,1032.4
0.8999999999999999,1032.4
1.0999999999999999,1032.5
1.2,1032.4
1.3,1032.4
1.7000000000000004,1032.4
1.8000000000000005,1032.3
1.9000000000000006,1032.4
2.0000000000000004,1032.2
2.1000000000000005,1032.4
2.2000000000000006,1032.4
2.3000000000000007,1032.4
2.400000000000001,1032.3
2.500000000000001,1032.4
2.600000000000001,1032.3
2.700000000000001,1032.4
2.800000000000001,1032.3
2.9000000000000012,1032.3
3.0000000000000013,1032.4
3.1000000000000014,1032.3
3.2000000000000015,1032.4
3.3000000000000016,1032.2
3.4000000000000017,1032.3
3.5000000000000018,1032.3
3.600000000000002,1032.4
3.700000000000002,1032.4
3.800000000000002,1032.3
3.900000000000002,1032.3
4.000000000000002,1032.3
4.100000000000001,1032.4
4.200000000000001,1032.6
4.300000000000001,1033.1
4.4,1033.4
4.5,1033.8
4.6,1034.2
4.699999999999999,1034.5
4.799999999999999,1034.9
4.899999999999999,1035.2
4.999999999999998,1035.6
5.099999999999998,1035.4
5.1999999999999975,1035.8
5.299999999999997,1035.9
5.399999999999997,1036.4
5.4999999999999964,1036.6
5.599999999999996,1036.9
5.699999999999996,1037.2
5.799999999999995,1037.5
5.899999999999995,1037.7
5.999999999999995,1038.1
6.099999999999994,1038.4
6.199999999999994,1038.6
6.299999999999994,1038.9
6.399999999999993,1039.2
6.499999999999993,1039.5
6.5999999999999925,1039.8
6.699999999999992,1040.1
6.799999999999992,1040.5
6.8999999999999915,1040.8
6.999999999999991,1041.1
7.099999999999991,1041.4
7.19999999999999,1041.6
7.29999999999999,1041.8
7.39999999999999,1042.1
7.499999999999989,1042.3
7.599999999999989,1042.6
7.699999999999989,1042.8
7.799999999999988,1043.2
7.899999999999988,1043.3
7.999999999999988,1043.7
8.099999999999987,1044.1
8.199999999999987,1044.4
8.299999999999986,1044.6
8.399999999999986,1045.0
8.499999999999986,1045.3
8.599999999999985,1045.5
8.699999999999985,1045.8
8.799999999999985,1046.0
8.899999999999984,1046.3
8.999999999999984,1046.6
9.099999999999984,1046.8
9.199999999999983,1047.2
9.299999999999983,1047.3
9.399999999999983,1047.5
9.499999999999982,1047.8
9.599999999999982,1048.1
9.699999999999982,1048.4
9.799999999999981,1048.7
9.89999999999998,1049.0
9.99999999999998,1049.2
10.09999999999998,1049.6
10.19999999999998,1049.8
10.29999999999998,1050.2
10.399999999999979,1050.4
10.499999999999979,1050.6
10.599999999999978,1050.8
10.699999999999978,1051.1
10.799999999999978,1051.4
10.899999999999977,1051.6
10.999999999999977,1051.8
11.099999999999977,1052.0
11.199999999999976,1052.3
11.299999999999976,1052.7
11.399999999999975,1052.9
11.499999999999975,1053.2
11.599999999999975,1053.5
11.699999999999974,1053.8
11.799999999999974,1054.1
11.899999999999974,1054.3
11.999999999999973,1054.6
12.099999999999973,1054.9
12.199999999999973,1054.9
12.299999999999972,1055.3
12.399999999999972,1055.5
12.499999999999972,1055.8
12.599999999999971,1055.8
12.69999999999997,1056.1
12.79999999999997,1056.5
12.89999999999997,1056.8
12.99999999999997,1056.9
13.09999999999997,1057.3
13.199999999999969,1057.6
13.299999999999969,1057.8
13.399999999999968,1058.1
13.499999999999968,1058.4
13.599999999999968,1058.6
13.699999999999967,1058.8
13.799999999999967,1059.0
13.899999999999967,1059.3
13.999999999999966,1059.4
14.099999999999966,1059.6
14.199999999999966,1059.9
14.299999999999965,1060.1
14.399999999999965,1060.4
14.499999999999964,1060.8
14.599999999999964,1060.9
14.699999999999964,1061.1
14.799999999999963,1061.4
14.899999999999963,1061.7
14.999999999999963,1062.0
15.099999999999962,1062.3
15.199999999999962,1062.4
15.299999999999962,1062.7
15.399999999999961,1063.0
15.499999999999961,1063.2
15.59999999999996,1063.4
15.69999999999996,1063.6
15.79999999999996,1063.8
15.89999999999996,1064.0
15.99999999999996,1064.1
16.09999999999996,1064.4
16.19999999999996,1064.7
16.29999999999996,1064.8
16.399999999999963,1065.2
16.499999999999964,1065.5
16.599999999999966,1065.7
16.699999999999967,1065.9
16.79999999999997,1066.2
16.89999999999997,1066.5
16.99999999999997,1066.7
17.099999999999973,1066.9
17.199999999999974,1067.1
17.299999999999976,1067.3
17.399999999999977,1067.4
17.49999999999998,1067.7
17.59999999999998,1067.8
17.69999999999998,1068.1
17.799999999999983,1068.3
17.899999999999984,1068.5
17.999999999999986,1068.8
18.099999999999987,1069.1
18.19999999999999,1069.3
18.29999999999999,1069.7
18.39999999999999,1069.7
18.499999999999993,1070.0
18.599999999999994,1070.2
18.699999999999996,1070.4
18.799999999999997,1070.6
18.9,1070.8
19.0,1070.9
19.1,1071.3
19.200000000000003,1071.3
19.300000000000004,1071.5
19.400000000000006,1071.7
19.500000000000007,1072.1
19.60000000000001,1072.3
19.70000000000001,1072.5
19.80000000000001,1072.7
19.900000000000013,1072.9
20.000000000000014,1073.2
20.100000000000016,1073.4
20.200000000000017,1073.7
20.30000000000002,1073.9
20.40000000000002,1074.0
20.50000000000002,1074.3
20.600000000000023,1074.4
20.700000000000024,1074.6
20.800000000000026,1074.8
20.900000000000027,1075.0
21.00000000000003,1075.2
21.10000000000003,1075.4
21.20000000000003,1075.7
21.300000000000033,1075.9
21.400000000000034,1076.1
21.500000000000036,1076.3
21.600000000000037,1076.6
21.70000000000004,1076.8
21.80000000000004,1077.0
21.90000000000004,1077.3
